﻿spot,rating,location,website,phone,notice,price,introduction,time,policy,service,grade,number,traffic,sid
西安美术学院西部美术馆,,西安市雁塔区含光南路100号西安美术学院内,http://meishuguan.xafa.edu.cn/,029-88249278,,,该美术馆内展示有书法、绘画、篆刻、雕塑等作品，是美育爱好者参观和学习的好地方。,全年 9:00-17:00,乘坐地铁3号线到吉祥村站下,,4.6,15条点评,,375
大峪莲花洞,,西安市长安区引镇境内,,,,,大峪莲花洞位于西安市长安区引镇，这里林木茂盛、流水潺潺、曲径通幽，是休闲度假、恣意山水的好去处。由大峪口进山，沿途是苍翠的山峦，大峪水库波光闪闪，还有恬静悠然的山村风光。,乘坐736路到东堡子站下,,,4.1,7条点评,,376
尚勤门,,陕西省西安市新城区上勤路北口,,,,,,具体开放时间请咨询景区,乘坐616路到火车站西站下,,4.2,22条点评,,377
蓝田水陆庵壁塑博物馆,,陕西省西安市蓝田县普化镇河湾村,,,,,,全年 9:00-17:00,乘坐蓝田水陆庵线到水陆庵站下,,5,1条点评,,378
丹凤门大街,,西安新城区二马路,,,,,,具体开放时间请咨询景区,乘坐616路到西闸口南口站下,,4.8,16条点评,,379
南山门,,西安市碑林区友谊西路72号,,,,,,全年 9:00-17:30,乘坐游7路到小雁塔站下,,4.9,7条点评,,380
丝路风情街,,老机场路,,,,,,全年 10:00-23:00,乘坐地铁5号线到丰庆公园站下,,4.5,27条点评,,381
太平万花山,,西安市户县太平峪内,,,,,太平万花山风景区位于西安市户县太平峪内，太平峪属于秦岭72峪之一，距离帝王之都西安仅有48公里，是西安的绿色屏障，长期的历史浸淫造就了其丰富的历史、宗教、人文内涵，历史上的帝王将相将此处作为避暑狩猎之地；文人墨客将这里作为寻幽咏怀之地，僧侣隐士将这里作为修身养性之所，商贩旅人将这里作为通渝达蜀之道，传承至今，这里成为了人们休闲娱乐的好去处。,全年 08:00-17:00,补充说明：1、特惠政策：对6周岁（不含6周岁）—18周岁（含18周岁）未成年人、全日制大学本科及以下学历凭居民身份证或学生证等有效证件实行半票。2、免票政策：对现役军人（含军队离退休干部）、残疾人、65周岁以上老人（含65周岁）、6周岁（含6周岁）以下或身高1.2米以下的儿童，凭军官证（离退休证）、士官证、残疾证、居民身份证（或陕西省敬老优待证）实行免票。3、以上信息仅供参考，具体请以景区当天披露为准。,乘坐鄠邑-煤场到万花山庄站下,4.5,19条点评,,382
老牛坡遗址,,灞桥区洪庆街道东方三公里的燎原村,,,,,老牛坡遗址位于西安市灞桥区燎原村，为新石器时代至商时期（约公元前4000年－前1100年）遗址。考古学者在遗址内发现有房址、灰坑、墓葬与车马坑、陶窑以及一座大型宫殿建筑遗址，出土了各类铜、陶、玉、石、角器。遗址南侧是墓地，发现了车马坑、40多处墓葬，这些中型墓椁室有边箱，是已发现的中国比较早的墓葬边箱实例。除车马坑之外，还有人殉的遗迹。另外这里出土的玉器也十分独特，这些玉器造型介于玉镯和玉琮之间，勾勒出凤鸟纹。,全年 全天开放,乘坐926路到燎原站下,,,,,383
西仓清真寺,,西安市莲湖区西仓东巷33号附近,,,,,,全年 09:00-18:00,乘坐235路到许士庙街北口站下,,4.6,9条点评,,384
城墙朝阳门,,东五路附近(近东门城墙),,,,,,具体开放时间请咨询景区,乘坐4路到朝阳门站下,,4.4,45条点评,,385
城墙角楼,,长缨西路462-a08号,,,,,,全年 8:00-20:00,乘坐229路到火车站西站下,,4.5,18条点评,,386
秦东陵,,西安市临潼区骊山西麓，跨武家坡、武家沟、枣园村、三冢坡等村落。,,,,,秦东陵位于临潼骊山西麓，比起周边的华清池、秦始皇陵、兵马俑和鸿门宴遗址的游人如织，秦东陵倒显得门可罗雀。也正是因为如此，来这里访古才真正的有访古的味道。,乘坐243路到西核所站下,,,4.1,8条点评,,387
梦乐星亲子主题乐园,,唐延路与科技路十字西北角唐延购物中心B1楼(近永辉超市内),,,,,,乘坐地铁3号线到丈八北路站下,,,4.8,6条点评,,388
木塔寺公园二期,,陕西省西安市雁塔区唐延路东,,,,,,乘坐地铁6号线到木塔寺站下,,,4.9,31条点评,,389
西安交通大学-钱学森图书馆,,中国陕西省西安市碑林区西安交通大学内,http://www.lib.xjtu.edu.cn/,,,,,,,,4.8,29条点评,,390
二郎山风景区,,西安市长安区太乙宫蛟峪山村,,,,9,西安二郎山位于长安区太乙宫蛟峪山村，秦岭北麓翠华山东北方向，其西面有天池寺，西南面有蛟峪山。,全年 09:00-17:30,补充说明：1、景区暂无优待政策，具体请以景区当天公示为准。,乘坐335路到西安翻译学院站下,4.6,5条点评,,391
黑山瀑布,,西安市鄠邑区涝峪镇沙窝村,,,,,黑山瀑布位于西安市户县涝峪。景区内原始森林密布，以冷泉瀑布、龙潭虎岭、奇花异石、竹溪林果、古寨风光为特色。从户菜公路南行至沙窝村，再前往景区需要徒步约30分钟的时间。沿途会见到石门石屋、幽泉奇洞、观音崖、顶天柱等景观。,,,,4.3,3条点评,,392
,,,,,,,,,,,4.5,,,393
郭杜公园,,阿姆瑞特家具商业中心对面,,,,,郭杜公园位于西安市长安区，由郭杜森林公园改造而成。,乘坐313路到信息大道站下,,,4.6,28条点评,,394
七彩陶吧,,西安市碑林区五路口万达广场6号703,,,,,,补充说明：1、特惠政策：景区统一售票，暂无其他优惠政策。2、以上信息仅供参考，具体信息请以景区当天披露为准。,乘坐201路到五路口站下,,4.3,12条点评,,395
大唐西市文化景区,4A,陕西省西安市莲湖区劳动南路1号,http://www.dtxs.cn/,029-88361111,,,大唐西市文化景区在陕西省西安市莲湖区劳动南路，这里是古丝绸之路的起点，有古玩城，古玩摊点，商业街和异域风情的店铺等。,全年 全天开放；各商铺开放时间不一，详情见景区公示。,乘坐4路到南二环桃园路口站下,,4.4,39条点评,,396
东渭桥遗址,,西安市高陵区耿镇白家嘴村渭河南岸2.6公里处,,,,,东渭桥遗址位于西安市高陵县耿镇白家嘴村渭河南岸2.6公里处，是唐都城长安通往渭北的重要通道。历史上东渭桥规模宏大，结构复杂，它是连接渭河两岸的一条纽带，具有重要的战略地位。日本平安时代的僧人靖益僧圆仁随第十八次遣唐使就是从东渭桥进入长安城的。,乘坐237路到耿镇站下,,,,,,397
西楼观台,,陕西省西安市周至县,,,,,,乘坐周至106路到西楼村站下,,,4.6,14条点评,,398
钟楼邮电大楼,,钟楼十字东北侧,,,,,钟楼邮电大楼位于灞桥区较好的地段，高五层的仿苏建筑比例协调，端庄大气。大楼始建于1960年，是这座城市的形象记忆。,,,,4.3,27条点评,,399
玉山蓝河风景区,,蓝田县蓝桥镇蓝桥河村,,,,,玉山蓝河风景区地处中国四大著名产玉盛地之一的蓝田，位于古城西安东南50公里处的蓝田县蓝桥镇蓝桥河村。玉山蓝河风景区内自然风景以山石林木，清泉流水为主，具有秦岭山区的典型地形地貌，奇峰耸立、怪石嶙峋、沟谷幽深、清潭点点，悬崖峭壁，巍巍雄峰，白石壁立；双峰对峙，山峦叠嶂；壑沟错落，山崖险峻；石山绿松，茂林修竹；鬼斧神工，具有返朴归真、原始的自然风景。山底上望，犹如仙山琼阁。并可见一年之中有长达半年之久的云海景色。人文景观以历代来往于玉山诗人为主，天然竹木王顺园，雅致独特；徽式王维园，田园舒适；仿古居易楼，文雅大气；休闲杜甫楼，清心凉爽。,全年 全天开放,,,4.9,10条点评,,400
紫云楼-北广场,,西安市雁塔区大唐芙蓉园内,,,,,,,,,4.6,14条点评,,401
小文公庙,,西安市周至县汤峪太白山风景区,http://www.tbpark.com,,,,小文公庙位于太白山森林公园内。这里因供奉唐代大文学家韩愈而闻名的。,全年 8:00-17:00,,,4.5,4条点评,,402
昭应坊民俗村,,西安市临潼区西关正街70号（临潼牌坊向东200米）,,,,,唐时昭应坊，今日民俗村。是西安东线旅游一场不可错过的文化盛宴，临潼昭应坊（关中大席）隆重开幕，关中大席用秦腔演绎较美的长安故事，关中大席用美食喜迎八方来客宾朋，关中大席既是一场秦人秦声的文化洗礼，更是长安待客的味蕾体验。,昭应坊民俗村全天开放，每周周五、周六、周日，中午12：30、下午18:00进行秦腔演出。,补充说明：1、景区暂无优待政策，具体请以当天公示为准。,乘坐地铁9号线到西工程大·西科大(临潼校区)站下,4.6,5条点评,,403
大雄宝殿,,小雁塔景区内,,,,,清代。荐福寺正殿，砖木结构建筑，单檐硬山式屋顶，面阔5间，进深3间，下设回廊。殿内主要供奉释迦摩尼佛。,全年 9:00-17:30,乘坐229路到小雁塔站下,,4.3,3条点评,,404
西安烈士陵园,,含光路(近明德一路),,,,,西安烈士陵园，始建于1952年3月，占地172亩，位于西安市南郊含光路南段，东与明德门，西与电子城相邻，距城中心约五公里。西安烈士陵园是陕西省兴建较早、规模较大的一座烈士陵园，也是西北地区较大的烈士陵园之一。,夏季时间：08：30---16：30 冬季时间：08：00---16：00,乘坐203路到杨家村站下,,,,,405
三炫农场,,西安市鄠邑区秦渡镇韩五桥村,,,,,韩国三炫农业是在西安投资的近170家韩资企业中一家农业企业。公司法人、总经理孔明先生是孔子第79代后裔，生物农药专家。2016年，在西安户县韩五桥村成立了“三炫创意农场”，实现了第六产业：即，农业种植+畜禽养殖+益生菌生产+休闲观光餐饮+马术运动+户外婚礼场地+露营等现代创意农业。2017年他在农场种植了万平油菜花，三月整个农场将淹没在金黄色的油菜花海中。一年中美好的时节，快和家人一起来农庄赏花、植树、种小鸡，亲近自然，回归田园吧。,全年 8:00-18:00,停车场：【三炫农场景区停车场】参考价格：免费；地址：三炫农场景区内；库位：以景区实际情况为准,乘坐高新城乡1号线到韩五桥村站下,0,1条点评,,406
西北工业大学明德学院,,西安市长安区秦岭北麓，沣河东侧。,,,,,,乘坐734路区间到明德学院站下,,,4.5,21条点评,,407
新纪元公园,,高新二路24号,,,,,,乘坐地铁3号线到延平门站下,,,4.7,28条点评,,408
王莽千亩荷花,,王莽乡,,,,,千亩荷花位于王莽乡，大片荷花有“接天莲叶无穷碧，映日荷花别样红”的意境。秦岭山下，依山傍水，景色甚是美丽。,全年 全天开放,乘坐741路到清北村站下,,4.5,4条点评,,409
乐华城·国际欢乐度假区,,陕西省西咸新区泾河新城沣泾大道东段,,,,220,乐华城·国际欢乐度假区是由陕西乐华恒业投资（集团）股份有限公司投资建设的新锐旅游品牌，西安乐华城·国际欢乐度假区集文化旅游、休闲度假、娱乐购物、高端居住四大版块功能于一体，是一个欢乐主题生态度假区，位于陕西省西咸新区泾河新城。项目规划有乐华欢乐世界、88℃温泉乐园、英伦小镇、海洋公园、影视基地、酒店集群、乐华国际商业街、高端住宅等十多种产业业态，其中乐华欢乐世界、88℃温泉乐园已建成开放运营，乐华欢乐世界已挂牌成为国家AAAA级旅游景区。,乐华恒业欢乐世界景区春节期间夜场开放，景区营业时间10：00-21：00，夜场营业时间16：00-21:00.,乘坐泾西1号线到乐华城站下,,4.6,24条点评,,410
秦腔博物馆,,咸宁西路28号西安交大艺术馆(近交大梧桐西道),,,,,博物馆位于交大校内，博物馆内的藏品丰富，有服饰乐器、典籍文档等，另设有多媒体试听区和戏剧互动演示区等区域，非常值得参观游览！,乘坐612路到交大南门站下,,,4.6,12条点评,,411
陕西省非物质文化遗产陈列馆,,西七路285-1号,,,,,陈列馆运用图片、文字、实物、多媒体等展示手法，展现陕西丰富的非物质文化遗产以及其独有的艺术魅力和丰厚的文化底蕴。,全年 周二至周六 11:00-15:00,乘坐26路到北门里站下,,,,,412
云水公园,,西三环西侧天谷七路附近(靠近软件新城),,,,,,全年 全天开放,乘坐高新5号线到西三环天谷七路口站下,,4.8,12条点评,,413
杏园,,芙蓉西路99号大唐芙蓉园,,,,,,具体开放时间请咨询景区,乘坐地铁4号线到大唐芙蓉园站下,,5,5条点评,,414
丝路明珠博物馆,,西安市临潼区秦陵北路166号,,,,,丝路明珠是西安市内一个以弘扬丝绸文化丝绸之路的博物馆。它的所在地西安是古代丝绸之路的起点，有着浓厚的历史气息。 这也是一个非常值得大家去参观、了解和学习的地方。也是丝绸爱好者们休闲购物的天堂。,全年 9:00-17:30,补充说明：1、暂无优惠信息，具体请以景区当天披露为准。,乘坐临潼303路到秦陵街办站下,3.8,5条点评,,415
